invited,user_reco,evt_p_reco,evt_c_reco,user_pop,frnd_infl,evt_pop,interested,not_interested
0,0.0,0.167561099284,0.167561099284,0.000313289169119,0.0,1.84041317276e-05,0,0
0,0.0,0.095999775182,0.095999775182,0.000428260130241,0.0,5.52123951827e-05,1,0
0,0.0,0.385374865735,0.385374865735,0.000428260130241,0.0,3.91087799211e-05,0,0
0,0.0,0.385374865735,0.385374865735,0.000428260130241,0.0,5.29118787168e-05,0,0
0,0.0,0.373390706327,0.373390706327,0.000428260130241,0.0,9.20206586379e-06,0,0
0,0.0,0.111288945555,0.111288945555,0.000428260130241,0.0,0.0151535019612,0,0
0,0.0,0.10584635448,0.10584635448,0.000428260130241,0.0,0.00036348160162,1,0
0,0,-0.0118505195584,-0.0118505195584,0.000119526919955,0.0,-2.53056811254e-05,0,0
0,0,-0.000160871726695,-0.000160871726695,0.000119526919955,0.0,4.3709812853e-05,0,0
0,0,-0.00494402753463,-0.00494402753463,0.000119526919955,0.0,5.52123951827e-05,0,0
0,0,-0.000485488468511,-0.000485488468511,0.000119526919955,0.0,4.60103293189e-05,0,0
0,0,-0.0171771854911,-0.0171771854911,0.000119526919955,0.0,1.15025823297e-05,0,0
0,0,0,0,0.000119526919955,0.0,4.60103293189e-05,1,0
0,-3.72633775525e-05,0.251714772154,0.251714772154,0.00025540169219,0.0,9.20206586379e-05,0,0
0,-3.72633775525e-05,-0.00022756757708,-0.00022756757708,0.00025540169219,0.0,-2.76061975914e-05,1,0
0,-3.72633775525e-05,-0.000520501817973,-0.000520501817973,0.00025540169219,0.0,4.60103293189e-06,1,0
0,-3.72633775525e-05,0.0261518338409,0.0261518338409,0.00025540169219,0.0,4.1409296387e-05,0,0
0,-3.72633775525e-05,0.99896785074,0.99896785074,0.00025540169219,0.0,4.60103293189e-06,0,0
0,-3.72633775525e-05,0.99896785074,0.99896785074,0.00025540169219,0.0,1.38030987957e-05,0,0
0,-3.72633775525e-05,-0.000294007135311,-0.000294007135311,0.00025540169219,0.0,4.60103293189e-06,1,0
0,-5.07336234451e-05,-6.01216305507e-05,-6.01216305507e-05,5.01155471559e-05,0.0,2.07046481935e-05,0,0
0,-5.07336234451e-05,0.0,0.0,5.01155471559e-05,0.0,0.000354279535756,1,0
0,-5.07336234451e-05,0.0,0.0,5.01155471559e-05,0.0,6.90154939784e-06,0,0
0,-5.07336234451e-05,-6.32960177679e-05,-6.32960177679e-05,5.01155471559e-05,0.0,0.000174839251412,0,0
0,-5.07336234451e-05,0.0,0.0,5.01155471559e-05,0.0,1.61036152616e-05,0,0
0,-5.07336234451e-05,0.200872828407,0.200872828407,5.01155471559e-05,0.0,6.90154939784e-06,0,0
0,-6.08745789351e-05,-0.008142872479,-0.008142872479,0.000172322442894,0.0,4.60103293189e-06,0,0
0,-6.08745789351e-05,-0.0199698086486,-0.0199698086486,0.000172322442894,0.0,9.20206586379e-06,0,0
0,-6.08745789351e-05,0.0,0.0,0.000172322442894,0.0,5.06113622508e-05,0,0
0,-6.08745789351e-05,-0.013764927938,-0.013764927938,0.000172322442894,0.0,2.30051646595e-05,0,0
0,-6.08745789351e-05,0.0238811031284,0.0238811031284,0.000172322442894,0.0,5.29118787168e-05,0,0
0,-6.08745789351e-05,-0.00654285844569,-0.00654285844569,0.000172322442894,0.0,4.1409296387e-05,1,0
0,-9.71378646872e-05,-6.36175430109e-05,-6.36175430109e-05,3.05517239346e-05,0.0,6.90154939784e-06,1,0
0,-9.71378646872e-05,0.366777654613,0.366777654613,3.05517239346e-05,0.0,3.91087799211e-05,0,0
0,-9.71378646872e-05,0.281895870231,0.281895870231,3.05517239346e-05,0.0,1.61036152616e-05,0,0
0,-9.71378646872e-05,-6.02222717022e-05,-6.02222717022e-05,3.05517239346e-05,0.0,5.75129116487e-05,0,0
0,-9.71378646872e-05,0.149008588134,0.149008588134,3.05517239346e-05,0.0,2.30051646595e-06,0,0
0,-9.71378646872e-05,0.366777654613,0.366777654613,3.05517239346e-05,0.0,3.22072305233e-05,0,0
0,0.0,0.499852834579,0.499852834579,5.5207501145e-05,0.0,1.38030987957e-05,0,0
0,0.0,0.0,0.0,5.5207501145e-05,0.0,2.07046481935e-05,1,0
0,0.0,0.499852834579,0.499852834579,5.5207501145e-05,0.0,0.000172538734946,0,0
0,0.0,0.499852852434,0.499852852434,5.5207501145e-05,0.0,6.90154939784e-06,0,0
0,0.0,0.0,0.0,5.5207501145e-05,0.0,0.000391087799211,0,0
0,0.0,0.199941226237,0.199941226237,5.5207501145e-05,0.0,-6.21139445806e-05,0,0
0,-9.17057611656e-05,0.101300439857,0.101300439857,0.00108163822632,0.0,3.91087799211e-05,1,0
0,-9.17057611656e-05,0.0167219421659,0.0167219421659,0.00108163822632,0.0,3.91087799211e-05,1,0
0,0.163346053616,0.00761684608038,0.00761684608038,0.00108163822632,0.0,-1.84041317276e-05,1,0
0,-9.17057611656e-05,0.481835692657,0.481835692657,0.00108163822632,0.0,0.00015873563615,1,0
0,-9.17057611656e-05,0.99882040696,0.99882040696,0.00108163822632,0.0,0.0,0,0
0,-9.17057611656e-05,0.156976742946,0.156976742946,0.00108163822632,0.0,0.0,0,0
0,-9.17057611656e-05,0.99882040696,0.99882040696,0.00108163822632,0.0,0.000172538734946,1,0
0,-9.17057611656e-05,0.211768214166,0.211768214166,0.00108163822632,0.0,0.0,0,0
0,-9.17057611656e-05,0.457414063928,0.457414063928,0.00108163822632,0.0,-5.75129116487e-05,0,0
0,-9.17057611656e-05,0.99882040696,0.99882040696,0.00108163822632,0.0,3.22072305233e-05,0,0
0,-9.17057611656e-05,0.0177073456162,0.0177073456162,0.00108163822632,0.0,-0.000163336669082,1,0
0,-9.17057611656e-05,0.120623591934,0.120623591934,0.00108163822632,0.0,0.00018174080081,1,0
0,-9.17057611656e-05,0.0270224870567,0.0270224870567,0.00108163822632,0.0,9.66216915698e-05,1,0
0,-9.17057611656e-05,0.278413174089,0.278413174089,0.00108163822632,0.0,4.60103293189e-06,1,0
0,-9.17057611656e-05,0.00509825077419,0.00509825077419,0.00108163822632,0.0,4.3709812853e-05,1,0
0,-9.17057611656e-05,0.19970510174,0.19970510174,0.00108163822632,0.0,0.0,0,0
0,-9.17057611656e-05,0.327930039145,0.327930039145,0.00108163822632,0.0,2.53056811254e-05,0,0
0,-9.17057611656e-05,0.481962208693,0.481962208693,0.00108163822632,0.0,5.98134281146e-05,0,0
0,-9.17057611656e-05,0.322034491567,0.322034491567,0.00108163822632,0.0,4.1409296387e-05,0,0
0,-9.17057611656e-05,0.226482202641,0.226482202641,0.00108163822632,0.0,4.1409296387e-05,0,0
0,-9.17057611656e-05,0.0482225581145,0.0482225581145,0.00108163822632,0.0,6.90154939784e-06,1,0
0,0,-0.000646571814688,-0.000646571814688,0.00131506411708,0.0,3.45077469892e-05,0,0
0,0,-0.000518792531714,-0.000518792531714,0.00131506411708,0.0,4.60103293189e-06,1,0
0,0,0.219575204206,0.219575204206,0.00131506411708,0.0,1.15025823297e-05,0,0
0,0,-0.000518874543398,-0.000518874543398,0.00131506411708,0.0,8.7419625706e-05,0,0
0,0,0.00962872614325,0.00962872614325,0.00131506411708,0.0,1.38030987957e-05,0,0
0,0,0.0,0.0,0.00131506411708,0.0,2.99067140573e-05,0,0
0,-0.000105166981046,0.00877316997974,0.00877316997974,0.000346520868837,0.0,3.91087799211e-05,0,0
0,0.0530420055536,0.0137644688298,0.0137644688298,0.000346520868837,0.0,6.90154939784e-06,1,0
0,-0.000105166981046,0.00262989348193,0.00262989348193,0.000346520868837,0.0,4.3709812853e-05,1,0
0,-0.000105166981046,0.316798437464,0.316798437464,0.000346520868837,0.0,3.68082634551e-05,0,0
0,0.0530420055536,0.00396693533213,0.00396693533213,0.000346520868837,0.0,-1.84041317276e-05,0,0
0,-0.000105166981046,0.0092886304273,0.0092886304273,0.000346520868837,0.0,-0.000163336669082,1,0
0,-0.000105166981046,0.148435365976,0.148435365976,0.000346520868837,0.0,4.1409296387e-05,0,0
0,-0.000105166981046,0.195412519458,0.195412519458,0.000346520868837,0.0,4.1409296387e-05,0,0
0,-0.000105166981046,0.0772592785075,0.0772592785075,0.000346520868837,0.0,4.60103293189e-06,1,0
0,-2.48407301399e-05,-0.000283598944802,-0.000283598944802,0.000139626738333,0.0,4.3709812853e-05,1,0
0,-2.48407301399e-05,-9.49758490686e-05,-9.49758490686e-05,0.000139626738333,0.0,6.67149775125e-05,0,0
0,-2.48407301399e-05,0.0538140474,0.0538140474,0.000139626738333,0.0,0.000372683667483,0,0
0,-2.48407301399e-05,0.089711681705,0.089711681705,0.000139626738333,0.0,2.76061975914e-05,0,0
0,-2.48407301399e-05,0.41677866873,0.41677866873,0.000139626738333,0.0,5.06113622508e-05,0,0
0,0,0.0,0.0,5.68154866153e-05,0.0,1.61036152616e-05,0,0
0,0,0.0899397391591,0.0899397391591,5.68154866153e-05,0.0,2.30051646595e-06,0,0
0,0,-2.53285991888e-05,-2.53285991888e-05,5.68154866153e-05,0.0,2.76061975914e-05,1,0
0,0,0.323496849392,0.323496849392,5.68154866153e-05,0.0,6.90154939784e-06,0,0
0,0,0.323496849392,0.323496849392,5.68154866153e-05,0.0,1.61036152616e-05,0,0
0,0,0.195862040906,0.195862040906,5.68154866153e-05,0.0,1.38030987957e-05,0,0
0,-6.53649932935e-05,0.0,0.0,6.67313970151e-05,0.0,0.0,0,0
0,-6.53649932935e-05,0.249926275435,0.249926275435,6.67313970151e-05,0.0,4.60103293189e-06,0,0
0,-6.53649932935e-05,0.0,0.0,6.67313970151e-05,0.0,2.07046481935e-05,0,0
0,-6.53649932935e-05,0.0,0.0,6.67313970151e-05,0.0,2.30051646595e-06,1,0
0,-6.53649932935e-05,0.0,0.0,6.67313970151e-05,0.0,5.98134281146e-05,0,0
1,-8.5414197201e-05,0.509199045292,0.509199045292,0.000217346036061,0.0,6.90154939784e-06,0,0
0,-8.5414197201e-05,0.509199045292,0.509199045292,0.000217346036061,0.0,6.90154939784e-06,0,0
0,-8.5414197201e-05,0.509199045292,0.509199045292,0.000217346036061,0.0,3.91087799211e-05,0,0
0,-8.5414197201e-05,0.0,0.0,0.000217346036061,0.0,1.84041317276e-05,0,0
0,-8.5414197201e-05,0.0,0.0,0.000217346036061,0.0,-1.38030987957e-05,1,0
1,-8.5414197201e-05,0.509199045292,0.509199045292,0.000217346036061,0.0,3.68082634551e-05,0,0
0,0,-0.000101173559146,-0.000101173559146,0.000516967328683,0.0,2.30051646595e-06,1,0
0,0,-0.000489926340094,-0.000489926340094,0.000516967328683,0.0,2.53056811254e-05,0,0
0,0,-0.00119264029553,-0.00119264029553,0.000516967328683,0.0,0.000103523240968,0,0
0,0,0.0,0.0,0.000516967328683,0.0,-7.82175598422e-05,0,0
0,0,0.0447732257669,0.0447732257669,0.000516967328683,0.0,5.29118787168e-05,0,0
0,0,-0.000275216867828,-0.000275216867828,0.000516967328683,0.0,9.20206586379e-06,0,0
0,0,0.00165549405154,0.00165549405154,0.00100016696249,0.0,-1.84041317276e-05,1,0
0,0,0.0068305206647,0.0068305206647,0.00100016696249,0.0,9.66216915698e-05,0,0
0,0,0.00373892247937,0.00373892247937,0.00100016696249,0.0,3.91087799211e-05,0,0
0,0,-0.000387280825681,-0.000387280825681,0.00100016696249,0.0,2.53056811254e-05,0,0
0,0,0.00107418732027,0.00107418732027,0.00100016696249,0.0,4.3709812853e-05,1,0
1,0,0.013764198019,0.013764198019,0.00100016696249,0.0,6.90154939784e-06,1,0
0,0,-0.000384370382146,-0.000384370382146,0.00100016696249,0.0,-2.07046481935e-05,0,0
0,0,0.00395666139973,0.00395666139973,0.00100016696249,0.0,-0.000163336669082,0,0
0,-5.77533980056e-05,0.496738068209,0.496738068209,3.96636415993e-05,0.0,4.1409296387e-05,0,0
0,-5.77533980056e-05,0.496738068209,0.496738068209,3.96636415993e-05,0.0,2.76061975914e-05,0,0
0,-5.77533980056e-05,0.0541173537452,0.0541173537452,3.96636415993e-05,0.0,6.90154939784e-06,1,0
0,-5.77533980056e-05,0.496738068209,0.496738068209,3.96636415993e-05,0.0,2.07046481935e-05,0,0
0,-5.77533980056e-05,0.20285703219,0.20285703219,3.96636415993e-05,0.0,2.30051646595e-05,0,0
0,-5.77533980056e-05,0.184846799939,0.184846799939,3.96636415993e-05,0.0,-3.91087799211e-05,1,0
0,-5.77533980056e-05,0.211003587939,0.211003587939,3.96636415993e-05,0.0,-1.61036152616e-05,0,0
0,0,0.507740933447,0.507740933447,6.69993945935e-06,0.0,5.29118787168e-05,0,0
0,0,0.0,0.0,6.69993945935e-06,0.0,1.38030987957e-05,0,0
0,0,0.507740933447,0.507740933447,6.69993945935e-06,0.0,-0.000108124273899,0,0
0,0,0.0,0.0,6.69993945935e-06,0.0,9.20206586379e-06,1,0
0,0,0.173801173759,0.173801173759,6.69993945935e-06,0.0,0.000156435119684,0,0
0,0,0.174952365254,0.174952365254,6.69993945935e-06,0.0,2.30051646595e-06,0,0
0,-7.08476641193e-05,-0.000127872291775,-0.000127872291775,0.000401728369982,0.0,8.28185927741e-05,0,0
0,-7.08476641193e-05,-0.000634009712877,-0.000634009712877,0.000401728369982,0.0,4.1409296387e-05,0,0
0,-7.08476641193e-05,-0.000161279716486,-0.000161279716486,0.000401728369982,0.0,1.38030987957e-05,0,0
0,-7.08476641193e-05,-0.000795302740207,-0.000795302740207,0.000401728369982,0.0,2.76061975914e-05,0,0
0,-7.08476641193e-05,-0.000862404985811,-0.000862404985811,0.000401728369982,0.0,6.90154939784e-06,0,0
0,-0.0388219138926,-8.84184065621e-05,-8.84184065621e-05,0.000401728369982,0.0,6.44144610465e-05,1,0
0,0,0.0541233982546,0.0541233982546,0.000429868115712,0.0,2.30051646595e-05,0,0
0,0,0.0174806028938,0.0174806028938,0.000429868115712,0.0,3.45077469892e-05,0,0
0,0,-0.000354697188457,-0.000354697188457,0.000429868115712,0.0,0.000326673338164,0,0
0,0,0.0108359501447,0.0108359501447,0.000429868115712,0.0,0.000103523240968,0,0
0,0,-0.000254322607325,-0.000254322607325,0.000429868115712,0.0,8.7419625706e-05,1,0
0,0,0.0216793650186,0.0216793650186,0.000429868115712,0.0,2.30051646595e-06,0,0
0,0,0,0,0.000533047183386,0.0,3.45077469892e-05,0,0
0,0,-0.00055702994939,-0.00055702994939,0.000533047183386,0.0,-5.75129116487e-05,0,0
0,0,0.0,0.0,0.000533047183386,0.0,0.000197844416071,0,0
0,0,0.0,0.0,0.000533047183386,0.0,9.20206586379e-06,0,0
0,0,0,0,0.000533047183386,0.0,2.99067140573e-05,1,0
0,0,0,0,0.000533047183386,0.0,-1.61036152616e-05,0,0
0,-6.11894040573e-05,-0.000296553876008,-0.000296553876008,0.000132658801295,0.0,0.000105823757434,0,0
0,-6.11894040573e-05,-0.000494554685666,-0.000494554685666,0.000132658801295,0.0,0.0,0,0
0,-6.11894040573e-05,-0.000506970843244,-0.000506970843244,0.000132658801295,0.0,1.15025823297e-05,0,0
0,-6.11894040573e-05,-0.000275325733434,-0.000275325733434,0.000132658801295,0.0,-9.20206586379e-06,1,0
0,-6.11894040573e-05,0.0,0.0,0.000132658801295,0.0,-1.38030987957e-05,0,0
0,-6.11894040573e-05,0.161395460625,0.161395460625,0.000132658801295,0.0,2.30051646595e-06,0,0
0,-4.86718782685e-05,-0.49982392498,-0.49982392498,0.000596830607039,0.0,2.30051646595e-06,0,0
0,-4.86718782685e-05,0.0,0.0,0.000596830607039,0.0,2.07046481935e-05,0,1
0,-4.86718782685e-05,0,0,0.000596830607039,0.0,2.30051646595e-05,1,0
0,-4.86718782685e-05,-0.49982392498,-0.49982392498,0.000596830607039,0.0,0.000216248547799,0,0
0,-4.86718782685e-05,-0.244870998878,-0.244870998878,0.000596830607039,0.0,9.20206586379e-06,0,0
0,-4.86718782685e-05,0,0,0.000596830607039,0.0,-1.38030987957e-05,0,0
0,-4.86718782685e-05,0.0,0.0,0.000596830607039,0.0,6.90154939784e-05,0,0
0,0,-0.000276612765429,-0.000276612765429,0.000170178462267,0.0,0.000496911556644,0,0
0,0,0.032484935897,0.032484935897,0.000170178462267,0.0,0.000140331504423,0,0
0,0,0.0277622398768,0.0277622398768,0.000170178462267,0.0,1.61036152616e-05,0,0
0,0,0.0159227022289,0.0159227022289,0.000170178462267,0.0,6.90154939784e-06,0,0
0,0,-0.000500345329437,-0.000500345329437,0.000170178462267,0.0,3.22072305233e-05,1,0
0,0,-0.00250192726153,-0.00250192726153,0.000170178462267,0.0,0.0,1,0
0,0,0.0232483430081,0.0232483430081,0.000170178462267,0.0,-3.91087799211e-05,0,0
0,-9.55280017578e-05,0.147879080793,0.147879080793,0.000244145793899,0.0,0.000236953195993,0,0
0,-9.55280017578e-05,0.178558093736,0.178558093736,0.000244145793899,0.0,6.90154939784e-06,0,0
0,0.00887135115316,0.00262989348193,0.00262989348193,0.000244145793899,0.0,4.3709812853e-05,1,0
0,-9.55280017578e-05,0.120998510322,0.120998510322,0.000244145793899,0.0,1.15025823297e-05,0,0
0,-9.55280017578e-05,0.0195226971051,0.0195226971051,0.000244145793899,0.0,6.90154939784e-06,1,0
0,0.0374949982739,0.0137657922524,0.0137657922524,0.000244145793899,0.0,6.90154939784e-06,1,0
0,-9.55280017578e-05,0.175832052051,0.175832052051,0.000244145793899,0.0,-0.000135730471491,1,0
0,-9.55280017578e-05,0.247447386106,0.247447386106,0.000244145793899,0.0,6.21139445806e-05,0,0
0,-6.24132720454e-05,0.99941020348,0.99941020348,0.00039878039662,0.0,2.30051646595e-05,0,0
0,-6.24132720454e-05,0.99941020348,0.99941020348,0.00039878039662,0.0,-4.60103293189e-05,0,0
0,-6.24132720454e-05,0.99941020348,0.99941020348,0.00039878039662,0.0,0.000310569722903,0,0
0,-6.24132720454e-05,0.99941020348,0.99941020348,0.00039878039662,0.0,3.68082634551e-05,1,0
0,-6.24132720454e-05,0.99941020348,0.99941020348,0.00039878039662,0.0,3.45077469892e-05,0,0
0,-6.24132720454e-05,0.99941020348,0.99941020348,0.00039878039662,0.0,4.83108457849e-05,0,0
0,-6.24132720454e-05,0.124963137717,0.124963137717,0.00039878039662,0.0,2.07046481935e-05,1,0
0,0,-0.0010974746853,-0.0010974746853,0.00024066182538,0.0,2.30051646595e-06,0,0
0,0,-7.15158364201e-05,-7.15158364201e-05,0.00024066182538,0.0,8.7419625706e-05,1,0
0,0,-0.000240108486874,-0.000240108486874,0.00024066182538,0.0,0.0,0,0
0,0,0.0,0.0,0.00024066182538,0.0,0.0,0,0
0,-6.23152016726e-05,0.0,0.0,8.65632178148e-05,0.0,1.84041317276e-05,1,0
0,-6.23152016726e-05,0.0,0.0,8.65632178148e-05,0.0,1.84041317276e-05,1,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,9.89222080357e-05,0,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,0.0,0,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,1.84041317276e-05,0,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,0.000121927372695,0,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,0.000188642350208,0,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,3.68082634551e-05,1,0
0,-6.23152016726e-05,0.0,0.0,8.65632178148e-05,0.0,4.3709812853e-05,1,0
0,-6.23152016726e-05,0,0,8.65632178148e-05,0.0,2.07046481935e-05,1,0
0,-6.16824563656e-05,0.0,0.0,0.000332048999605,0.0,-2.07046481935e-05,0,0
0,-6.16824563656e-05,0.0948604176294,0.0948604176294,0.000332048999605,0.0,-4.60103293189e-05,0,0
0,-6.16824563656e-05,-0.00290152895576,-0.00290152895576,0.000332048999605,0.0,4.1409296387e-05,0,0
0,-6.16824563656e-05,-0.00209126694169,-0.00209126694169,0.000332048999605,0.0,-2.53056811254e-05,0,0
0,-6.16824563656e-05,-0.00526372041667,-0.00526372041667,0.000332048999605,0.0,3.45077469892e-05,1,0
0,-6.16824563656e-05,-0.00177585500461,-0.00177585500461,0.000332048999605,0.0,5.29118787168e-05,0,0
0,-6.16824563656e-05,-0.0010327119742,-0.0010327119742,0.000332048999605,0.0,2.76061975914e-05,0,0
0,-6.16824563656e-05,-0.00399168065362,-0.00399168065362,0.000332048999605,0.0,2.30051646595e-06,1,0
0,-6.16824563656e-05,0.0,0.0,0.000332048999605,0.0,3.22072305233e-05,0,0
0,-6.16824563656e-05,-0.00500115577649,-0.00500115577649,0.000332048999605,0.0,2.53056811254e-05,0,0
0,-6.16824563656e-05,-0.000962089043612,-0.000962089043612,0.000332048999605,0.0,-0.000331274371096,0,0
0,-6.16824563656e-05,-0.00432440636054,-0.00432440636054,0.000332048999605,0.0,-1.38030987957e-05,0,0
0,0.00728220707294,-0.000130062620621,-0.000130062620621,0.000215202055434,0.0,3.45077469892e-05,1,0
1,-6.54053662035e-05,0.0737227078075,0.0737227078075,0.000215202055434,0.0,9.20206586379e-06,0,0
0,-6.54053662035e-05,0.0645358531363,0.0645358531363,0.000215202055434,0.0,3.68082634551e-05,0,0
0,-6.54053662035e-05,-8.84184065621e-05,-8.84184065621e-05,0.000215202055434,0.0,6.44144610465e-05,0,0
0,-6.54053662035e-05,0.0754721970908,0.0754721970908,0.000215202055434,0.0,6.90154939784e-06,0,0
0,-6.54053662035e-05,-0.000756042499666,-0.000756042499666,0.000215202055434,0.0,3.91087799211e-05,0,0
0,-9.99143059006e-05,0.99970510174,0.99970510174,0.000116310949014,0.0,0.0,0,0
0,-9.99143059006e-05,0.0,0.0,0.000116310949014,0.0,0.0,1,0
0,-9.99143059006e-05,0.99970510174,0.99970510174,0.000116310949014,0.0,7.36165269103e-05,0,0
0,-9.99143059006e-05,0,0,0.000116310949014,0.0,2.30051646595e-06,0,0
0,-9.99143059006e-05,0.99970510174,0.99970510174,0.000116310949014,0.0,-8.7419625706e-05,0,0
1,-9.99143059006e-05,0.99970510174,0.99970510174,0.000116310949014,0.0,-4.60103293189e-06,0,0
0,-0.000173468937149,0,0,0.000447555955884,0.0,6.44144610465e-05,0,0
0,-0.000173468937149,0.207946635644,0.207946635644,0.000447555955884,0.0,2.07046481935e-05,1,0
0,-0.000173468937149,0.297713130564,0.297713130564,0.000447555955884,0.0,4.1409296387e-05,0,0
0,-0.000173468937149,-0.000258036427507,-0.000258036427507,0.000447555955884,0.0,2.07046481935e-05,0,0
0,-0.000173468937149,0.00365522400494,0.00365522400494,0.000447555955884,0.0,3.91087799211e-05,0,0
0,-0.000173468937149,0.00161699898697,0.00161699898697,0.000447555955884,0.0,-1.84041317276e-05,1,0
0,-0.000173468937149,0.00104815961748,0.00104815961748,0.000447555955884,0.0,4.3709812853e-05,1,0
0,-0.000173468937149,0,0,0.000447555955884,0.0,-1.84041317276e-05,0,0
0,-0.000173468937149,0.00386800531556,0.00386800531556,0.000447555955884,0.0,-0.000163336669082,1,0
0,0,0.527572307003,0.527572307003,0.000357776767129,0.0,1.61036152616e-05,0,0
0,0,0.527572307003,0.527572307003,0.000357776767129,0.0,-1.84041317276e-05,0,0
0,0,0.527572307003,0.527572307003,0.000357776767129,0.0,4.60103293189e-05,0,0
0,0,0.0,0.0,0.000357776767129,0.0,6.67149775125e-05,0,0
0,0,0.0,0.0,0.000357776767129,0.0,5.52123951827e-05,1,0
0,0,0.527572307003,0.527572307003,0.000357776767129,0.0,-2.30051646595e-06,0,0
