user,event,invited,timestamp,interested,not_interested
35629376,2828969498,0,2012-10-29 05:37:54.772000+00:00,1,0
35629376,2628680570,0,2012-10-29 05:37:54.772000+00:00,0,0
35629376,1133385189,0,2012-10-29 05:37:54.772000+00:00,0,0
35629376,3814766855,0,2012-10-29 05:37:54.772000+00:00,0,0
35629376,2429675854,0,2012-10-29 05:37:54.772000+00:00,0,0
35629376,3403115736,0,2012-10-29 05:37:54.772000+00:00,0,0
38974975,2529072432,0,2012-10-02 15:33:58.471000+00:00,1,0
38974975,3632072502,0,2012-10-02 15:33:58.471000+00:00,0,0
38974975,1390707377,0,2012-10-02 15:33:58.471000+00:00,0,0
38974975,2782403445,0,2012-10-02 15:33:58.471000+00:00,0,0
38974975,955398943,0,2012-10-02 15:34:03.043000+00:00,1,0
38974975,1600413013,1,2012-10-02 15:34:01.518000+00:00,1,0
38974975,2776566965,0,2012-10-02 15:33:58.471000+00:00,0,0
38974975,1532377761,0,2012-10-02 15:33:58.471000+00:00,0,0
38985694,996998389,0,2012-12-01 17:31:05.504000+00:00,0,0
38985694,1466022381,0,2012-12-01 17:31:05.504000+00:00,0,0
38985694,3028393247,0,2012-12-01 17:31:05.504000+00:00,1,0
38985694,2414905031,0,2012-12-01 17:31:05.504000+00:00,0,0
38985694,364913652,0,2012-12-01 17:31:05.504000+00:00,0,0
38985694,297891426,0,2012-12-01 17:31:14.654000+00:00,1,0
38985694,1013324522,0,2012-12-01 17:31:05.504000+00:00,0,0
41934198,218126976,0,2012-10-24 01:28:46.906000+00:00,0,0
41934198,2736696425,0,2012-10-24 01:28:46.906000+00:00,0,0
41934198,156353771,0,2012-10-24 01:28:46.906000+00:00,0,0
41934198,2367196896,0,2012-10-24 01:28:46.906000+00:00,1,0
41934198,2123370960,0,2012-10-24 01:28:46.906000+00:00,0,0
41934198,2949402180,0,2012-10-24 01:28:46.906000+00:00,0,0
43026617,1597380017,0,2012-10-28 06:02:19.350000+00:00,0,0
43026617,899234866,0,2012-10-28 06:02:19.350000+00:00,0,0
43026617,1116367368,0,2012-10-28 06:02:19.350000+00:00,0,0
43026617,823015621,0,2012-10-28 06:02:19.350000+00:00,0,0
43026617,1501679119,0,2012-10-28 06:02:19.350000+00:00,0,0
43026617,4203627753,0,2012-10-28 06:02:19.350000+00:00,1,0
45139176,703370904,0,2012-10-28 07:44:01.951000+00:00,0,0
45139176,2806565970,0,2012-10-28 07:44:01.951000+00:00,0,0
45139176,353933726,0,2012-10-28 07:44:01.951000+00:00,0,0
45139176,1133385189,0,2012-10-28 07:44:01.951000+00:00,0,0
45139176,1488068589,0,2012-10-28 07:44:01.951000+00:00,1,0
45139176,3581275802,0,2012-10-28 07:44:01.951000+00:00,0,0
45148230,4185613486,0,2012-11-01 03:51:11.338000+00:00,0,0
45148230,2145727940,0,2012-11-01 03:51:11.338000+00:00,0,0
45148230,804320045,0,2012-11-01 03:51:11.338000+00:00,0,0
45148230,3163152395,0,2012-11-01 03:51:11.338000+00:00,0,0
45148230,3459643094,0,2012-11-01 03:51:11.338000+00:00,1,0
45148230,1870423168,0,2012-11-01 03:51:11.338000+00:00,0,0
47659843,2445964998,0,2012-11-04 16:03:39.263000+00:00,0,0
47659843,1465929077,0,2012-11-04 16:03:39.263000+00:00,0,0
47659843,810618772,0,2012-11-04 16:03:39.263000+00:00,0,0
47659843,1269035551,0,2012-11-04 16:03:39.263000+00:00,1,0
47659843,1551188772,0,2012-11-04 16:03:39.263000+00:00,0,0
47659843,3084982208,0,2012-11-04 16:03:39.263000+00:00,0,0
48380986,885074740,0,2012-10-19 17:27:10.805000+00:00,0,0
48380986,1967012522,0,2012-10-19 17:27:26.972000+00:00,0,1
48380986,3331390995,0,2012-10-19 17:27:10.805000+00:00,1,0
48380986,3620294118,0,2012-10-19 17:27:10.805000+00:00,0,0
48380986,4125754193,0,2012-10-19 17:27:10.805000+00:00,0,0
48380986,2049853077,0,2012-10-19 17:27:10.805000+00:00,0,0
48380986,2476622244,0,2012-10-19 17:27:10.805000+00:00,0,0
50457238,2007279414,0,2012-10-30 23:42:43.157000+00:00,0,0
50457238,1203717384,0,2012-10-30 23:42:43.157000+00:00,0,0
50457238,3309338938,0,2012-10-30 23:42:43.157000+00:00,0,0
50457238,1902753965,0,2012-10-30 23:42:43.157000+00:00,0,0
50457238,910169576,0,2012-10-30 23:44:25.269000+00:00,1,0
50457238,1816813281,0,2012-10-30 23:42:43.157000+00:00,1,0
50457238,2149464820,0,2012-10-30 23:42:43.157000+00:00,0,0
51165908,2522610844,0,2012-10-17 09:46:36.627000+00:00,0,0
51165908,3875424137,0,2012-10-17 09:46:36.627000+00:00,0,0
51165908,955398943,0,2012-10-17 09:46:36.627000+00:00,1,0
51165908,1862794029,0,2012-10-17 09:46:36.627000+00:00,0,0
51165908,602394192,0,2012-10-17 09:48:22.967000+00:00,1,0
51165908,1600413013,0,2012-10-17 09:48:30.761000+00:00,1,0
51165908,1294433853,0,2012-10-17 09:48:41.931000+00:00,1,0
51165908,3017074183,0,2012-10-17 09:46:36.627000+00:00,0,0
57075229,59813217,0,2012-10-24 09:20:31.970000+00:00,0,0
57075229,3859294114,0,2012-10-24 09:20:31.970000+00:00,0,0
57075229,1987345098,0,2012-10-24 09:20:31.970000+00:00,0,0
57075229,2717795664,0,2012-10-24 09:20:31.970000+00:00,1,0
57075229,4223429256,0,2012-10-24 09:20:31.970000+00:00,0,0
57075229,3947437799,0,2012-10-24 09:20:31.970000+00:00,0,0
57075229,1820037082,0,2012-10-24 09:32:17.232000+00:00,1,0
61814256,3581275802,0,2012-10-27 04:17:07.035000+00:00,0,0
61814256,3731945988,0,2012-10-27 04:17:07.035000+00:00,1,0
61814256,3203913218,0,2012-10-27 04:17:07.035000+00:00,0,0
61814256,1499530182,0,2012-10-27 04:17:07.035000+00:00,0,0
65801702,3781958177,0,2012-09-22 03:30:13.934000+00:00,1,0
65801702,3127693636,0,2012-09-22 03:29:59.289000+00:00,1,0
65801702,496991151,0,2012-09-22 03:29:32.070000+00:00,0,0
65801702,1214605379,0,2012-09-22 03:29:32.070000+00:00,0,0
65801702,1875856704,0,2012-09-22 03:29:32.070000+00:00,0,0
65801702,3653454327,0,2012-09-22 03:29:32.070000+00:00,0,0
65801702,3129396339,0,2012-09-22 03:29:32.070000+00:00,0,0
65801702,4135207140,0,2012-09-22 03:29:32.070000+00:00,1,0
65801702,3751969407,0,2012-09-22 03:29:43.147000+00:00,1,0
65801702,2057068023,0,2012-09-22 03:29:55.262000+00:00,1,0
66260844,1395553217,0,2012-11-07 06:43:23.361000+00:00,0,0
66260844,1958166234,0,2012-11-07 06:43:23.361000+00:00,0,0
66260844,1926323783,0,2012-10-30 10:52:10.989000+00:00,0,0
66260844,3276213471,0,2012-10-30 10:52:10.989000+00:00,0,0
66260844,2237079226,0,2012-10-30 10:52:10.989000+00:00,1,0
66260844,846069276,0,2012-10-30 10:52:10.989000+00:00,0,0
66260844,897667289,0,2012-11-07 06:43:23.361000+00:00,0,0
66260844,2980258101,0,2012-11-07 06:43:23.361000+00:00,1,0
66260844,3558623308,0,2012-11-07 06:43:23.361000+00:00,0,0
66260844,1963354961,0,2012-10-30 10:52:10.989000+00:00,0,0
66260844,2805037878,0,2012-11-07 06:43:23.361000+00:00,0,0
66260844,4259189014,0,2012-10-30 10:52:10.989000+00:00,0,0
67249956,4125420656,0,2012-10-27 09:23:12.675000+00:00,1,0
67249956,675888033,1,2012-10-27 09:23:12.675000+00:00,0,0
67249956,2428145712,0,2012-10-27 09:23:12.675000+00:00,0,0
67249956,4203627753,0,2012-10-27 09:23:12.675000+00:00,0,0
67249956,1501679119,0,2012-10-27 09:23:12.675000+00:00,0,0
67249956,881346279,0,2012-10-27 09:23:12.675000+00:00,0,0
69302861,4116238303,0,2012-09-27 18:34:58.519000+00:00,0,0
69302861,2800586555,0,2012-09-27 18:34:58.519000+00:00,1,0
69302861,2851892747,0,2012-09-27 18:34:58.519000+00:00,0,0
69302861,1140161058,0,2012-09-27 18:34:58.519000+00:00,0,0
69302861,4236404112,0,2012-09-27 18:34:58.519000+00:00,0,0
69302861,1740590632,1,2012-09-27 18:34:58.519000+00:00,0,0
70152834,1421349430,0,2012-10-04 05:36:32.651000+00:00,0,0
70152834,844299203,0,2012-10-04 05:36:32.651000+00:00,1,0
70152834,1936167908,0,2012-10-04 05:36:32.651000+00:00,0,0
70152834,2780690728,0,2012-10-04 05:36:32.651000+00:00,0,0
70152834,1390707377,0,2012-10-04 05:36:32.651000+00:00,0,0
70152834,2529072432,0,2012-10-04 05:36:37.250000+00:00,1,0
70152834,955398943,0,2012-10-04 05:36:33.683000+00:00,1,0
70152834,2811190711,0,2012-10-04 05:36:32.651000+00:00,0,0
70152834,1532377761,0,2012-10-04 05:36:34.713000+00:00,1,0
70585535,2311487058,0,2012-10-01 10:48:53.967000+00:00,0,0
70585535,1091130052,0,2012-10-01 10:48:53.967000+00:00,0,0
70585535,751127724,0,2012-10-01 10:48:53.967000+00:00,0,0
70585535,4071218196,0,2012-10-01 10:48:53.967000+00:00,0,0
70585535,1566556513,0,2012-10-01 10:48:53.967000+00:00,1,0
70585535,3486313858,0,2012-10-01 10:48:53.967000+00:00,0,0
71688472,2841665850,0,2012-11-19 19:29:24.490000+00:00,1,0
71688472,3382409058,0,2012-11-19 19:28:16.788000+00:00,0,0
71688472,3698076969,0,2012-11-19 19:28:16.788000+00:00,0,0
71688472,1133351478,0,2012-11-19 19:28:16.788000+00:00,0,0
71688472,2110243278,0,2012-11-19 19:29:02.340000+00:00,1,0
71688472,2315284102,0,2012-11-19 19:28:16.788000+00:00,0,0
71688472,3084061084,0,2012-11-19 19:28:16.788000+00:00,1,0
71688472,3175036170,0,2012-11-19 19:28:30.868000+00:00,1,0
71688472,2466263946,0,2012-11-19 19:28:16.788000+00:00,0,0
72298333,2149464820,0,2012-10-31 10:36:52.835000+00:00,0,0
72298333,1269035551,1,2012-10-31 10:36:52.835000+00:00,0,0
72298333,2007279414,0,2012-10-31 10:36:52.835000+00:00,0,0
72298333,614885637,1,2012-10-31 10:36:52.835000+00:00,0,0
72298333,2498491194,1,2012-10-31 10:36:52.835000+00:00,0,0
72298333,952519340,0,2012-10-31 10:36:52.835000+00:00,1,0
72298333,1844176380,1,2012-10-31 10:36:57.882000+00:00,1,0
73288922,3413747696,1,2012-09-24 21:01:57.399000+00:00,1,0
73288922,3280779663,1,2012-09-24 21:01:57.399000+00:00,0,0
73288922,622607120,0,2012-09-24 21:01:57.399000+00:00,0,0
73288922,1501313615,0,2012-09-24 21:01:57.399000+00:00,0,0
73288922,3715681569,0,2012-09-24 21:01:57.399000+00:00,0,0
73288922,1795009389,0,2012-09-24 21:01:57.399000+00:00,0,0
78065188,2913407142,0,2012-10-27 13:55:17.231000+00:00,1,0
78065188,2806565970,0,2012-10-27 13:55:34.921000+00:00,1,0
78065188,311593241,0,2012-10-27 13:55:17.231000+00:00,0,0
78065188,2415873572,0,2012-10-27 13:55:17.231000+00:00,0,0
78065188,3224555758,0,2012-10-27 13:55:17.231000+00:00,0,0
78065188,498404626,0,2012-10-27 13:55:17.231000+00:00,0,0
78065188,2304240389,0,2012-10-27 13:55:17.231000+00:00,0,0
80379054,206713867,0,2012-11-18 22:32:08.813000+00:00,0,1
80379054,183271526,0,2012-11-18 22:28:56.885000+00:00,0,0
80379054,281589102,0,2012-11-18 22:28:56.885000+00:00,0,0
80379054,2140447500,0,2012-11-18 22:28:56.885000+00:00,0,0
80379054,1396454425,0,2012-11-18 22:28:56.885000+00:00,0,0
80379054,3323227161,0,2012-11-18 22:28:56.885000+00:00,0,0
80379054,3850950041,0,2012-11-18 22:28:56.885000+00:00,1,0
81458678,4228684171,0,2012-10-23 14:20:30.828000+00:00,0,0
81458678,1764882042,0,2012-10-23 14:20:30.828000+00:00,0,0
81458678,3980699306,1,2012-09-05 20:17:06.392000+00:00,0,0
81458678,61894853,1,2012-09-05 20:17:06.392000+00:00,0,0
81458678,2724372163,0,2012-10-23 14:20:30.828000+00:00,0,0
81458678,77602808,1,2012-09-05 20:17:06.392000+00:00,0,0
81458678,3335854665,0,2012-09-05 20:17:06.392000+00:00,0,0
81458678,969179478,0,2012-10-23 14:20:30.828000+00:00,1,0
81458678,1533177888,0,2012-09-05 20:17:06.392000+00:00,1,0
81458678,956438727,0,2012-10-23 14:20:30.828000+00:00,0,0
81458678,3818735309,0,2012-10-23 14:20:30.828000+00:00,0,0
81458678,3907601761,0,2012-09-05 20:17:06.392000+00:00,0,0
82610705,4258442948,0,2012-11-05 18:17:12.016000+00:00,0,0
82610705,559618821,0,2012-10-27 12:43:14.483000+00:00,0,0
82610705,1449533867,0,2012-10-27 12:43:14.483000+00:00,0,0
82610705,588161010,0,2012-10-27 12:43:14.483000+00:00,0,0
82610705,2940654356,0,2012-10-27 12:43:14.483000+00:00,1,0
82610705,4223365917,0,2012-11-05 18:17:12.016000+00:00,0,0
82610705,1771863286,0,2012-11-05 18:17:12.016000+00:00,0,0
82610705,615488222,0,2012-11-05 18:17:12.016000+00:00,0,0
82610705,2806565970,0,2012-10-27 12:43:14.483000+00:00,0,0
82610705,238236954,0,2012-11-05 18:17:12.016000+00:00,0,0
82610705,2913407142,0,2012-10-27 12:43:30.392000+00:00,1,0
82610705,2114371180,0,2012-11-05 18:17:12.016000+00:00,1,0
82610705,2120779072,0,2012-10-27 12:43:14.483000+00:00,0,0
82923911,1868735086,0,2012-10-28 12:04:28.645000+00:00,0,0
82923911,1488068589,0,2012-10-28 12:04:28.645000+00:00,1,0
82923911,635799819,0,2012-10-28 12:26:28.759000+00:00,1,0
82923911,1455527953,0,2012-10-28 12:04:28.645000+00:00,0,0
82923911,3487526512,0,2012-10-28 12:04:28.645000+00:00,0,0
82923911,150148297,0,2012-10-28 12:04:28.645000+00:00,0,0
82923911,1461387354,0,2012-10-28 12:04:28.645000+00:00,0,0
85640691,682423835,1,2012-09-13 01:01:09.762000+00:00,0,0
85640691,1604093765,0,2012-09-13 01:01:09.762000+00:00,0,0
85640691,1745350497,1,2012-09-13 01:01:09.762000+00:00,0,0
85640691,1701360110,1,2012-09-13 01:01:09.762000+00:00,0,0
85640691,4612722,1,2012-09-13 01:01:09.762000+00:00,0,0
85640691,4224194427,0,2012-09-13 01:01:09.762000+00:00,1,0
88554519,1061559786,0,2012-11-09 02:45:05.744000+00:00,0,0
88554519,2420516619,0,2012-11-09 02:45:05.744000+00:00,0,0
88554519,2753071763,0,2012-11-09 02:45:05.744000+00:00,0,0
88554519,570345153,0,2012-11-09 02:45:05.744000+00:00,0,0
88554519,1793386378,0,2012-11-09 02:45:05.744000+00:00,0,0
88554519,2893363609,0,2012-11-09 02:45:05.744000+00:00,1,0
91139927,907302600,0,2012-10-23 03:49:23.651000+00:00,0,0
91139927,2130616732,0,2012-10-23 03:49:23.651000+00:00,0,0
91139927,2039358442,0,2012-10-23 03:49:23.651000+00:00,1,0
91139927,2401458775,0,2012-10-23 03:49:23.651000+00:00,0,0
91139927,2529072432,0,2012-10-23 03:49:23.651000+00:00,0,0
91139927,1361307272,0,2012-10-23 03:49:23.651000+00:00,0,0
92410554,2338976654,0,2012-09-30 13:54:45.204000+00:00,0,0
92410554,3602808603,0,2012-09-30 13:54:45.204000+00:00,0,0
92410554,714391510,0,2012-09-30 13:54:45.204000+00:00,1,0
92410554,4093857686,0,2012-09-30 13:54:45.204000+00:00,0,0
95170590,1690420493,0,2012-12-11 04:15:05.529000+00:00,1,0
95170590,955398943,0,2012-10-05 10:46:02.947000+00:00,1,0
95170590,1936167908,0,2012-10-05 10:46:02.947000+00:00,0,0
95170590,1827572703,0,2012-12-11 04:15:05.529000+00:00,0,0
95170590,1760953513,0,2012-12-11 04:15:05.529000+00:00,0,0
95170590,3751042480,0,2012-12-11 04:15:05.529000+00:00,0,0
95170590,2705765590,0,2012-12-11 04:15:05.529000+00:00,0,0
95170590,1532377761,0,2012-10-05 10:46:09.025000+00:00,1,0
95170590,1390707377,0,2012-10-05 10:46:08.002000+00:00,1,0
95170590,2529072432,0,2012-10-05 10:46:07.500000+00:00,1,0
95170590,460925649,0,2012-10-05 10:46:05.475000+00:00,1,0
95170590,2655831834,0,2012-10-05 10:46:02.947000+00:00,0,0
95170590,73460149,0,2012-10-05 10:46:02.947000+00:00,0,0
95170590,3416874251,0,2012-12-11 04:15:05.529000+00:00,0,0
95170590,1600413013,0,2012-10-05 10:46:02.947000+00:00,0,0
95170590,553400622,0,2012-12-11 04:17:08.874000+00:00,0,1
95170590,1971885970,0,2012-12-11 04:17:09.052000+00:00,1,0
95170590,1044854627,0,2012-10-05 10:46:02.947000+00:00,0,0
96542289,3214976127,0,2012-11-17 06:47:02.237000+00:00,0,0
96542289,3129233779,0,2012-11-08 01:08:03.221000+00:00,1,0
96542289,4251687494,0,2012-11-17 06:47:32.886000+00:00,1,0
96542289,2636152679,0,2012-11-17 06:54:25.024000+00:00,1,0
96542289,690774443,0,2012-11-17 06:54:13.335000+00:00,1,0
96542289,1813185314,0,2012-11-17 06:50:12.538000+00:00,1,0
96542289,3339581566,0,2012-11-17 06:54:10.775000+00:00,1,0
96542289,802414638,0,2012-11-17 06:54:07.739000+00:00,1,0
96542289,1971604001,0,2012-11-17 06:53:11.856000+00:00,1,0
96542289,1893384353,0,2012-11-17 06:52:43.986000+00:00,1,0
96542289,1292154219,0,2012-11-17 06:52:46.062000+00:00,1,0
96542289,3033099568,0,2012-11-17 06:47:02.237000+00:00,0,0
96542289,3555202073,0,2012-11-08 01:08:03.221000+00:00,0,0
96542289,3419710650,0,2012-11-08 01:08:03.221000+00:00,0,0
