,event,interested,user
90,3252432592,0,38395056
91,677485601,0,38395056
92,1278585786,0,38395056
93,3415281246,0,38395056
94,4292059849,0,43826519
95,1788874248,0,43826519
96,605300738,0,43826519
97,4229681081,0,43826519
98,4205267137,0,43826519
99,680476316,0,43826519
100,2378630297,0,43826519
101,2725164213,0,43965236
102,4082601014,0,43965236
103,3395117104,0,43965236
104,228340462,0,43965236
105,1900273727,0,43965236
106,2923175068,0,43965236
107,559618821,0,43965236
108,2806565970,0,43965236
109,758289588,0,48222018
110,2163997791,0,48222018
111,496131340,0,48222018
112,2489566262,0,48222018
113,2347297427,0,48222018
114,1927775201,0,50521271
115,1667438718,0,50521271
116,3211023626,0,50521271
117,1070478164,0,50521271
118,1570912780,0,50521271
119,982322965,0,50521271
120,3275248026,0,57783108
121,2355400133,0,57783108
122,2529072432,0,57783108
123,2860418664,0,57783108
124,1082833698,0,57783108
125,1858978872,0,57783108
126,1872379613,0,57783108
127,1143513079,0,57783108
128,1600413013,0,57783108
129,3735036412,0,57783108
130,861118590,0,57783108
131,1966347593,0,65116502
132,4227721355,0,65116502
133,2810232094,0,65116502
134,1467809542,0,65116502
135,894829625,0,65116502
136,4264661415,0,65116502
137,2975829844,0,67355582
138,3022995002,0,67355582
139,2740101266,0,67355582
140,1183309937,0,67355582
141,3218113289,0,67355582
142,3611646220,0,67355582
143,3501300823,0,67355582
144,3735036412,0,71092144
145,3494003218,0,71092144
146,1458428999,0,71092144
147,3676729604,0,71092144
148,289899674,0,71092144
149,1319656469,0,71092144
150,2051603944,0,73830292
151,3199229320,0,73830292
152,3790866767,0,73830292
153,1613671569,0,73830292
154,130493588,0,73830292
155,4242816413,0,73830292
156,3886183264,0,74368740
157,435473446,0,74368740
158,1801175686,0,74368740
159,2090317215,0,74368740
160,73584564,0,74368740
161,11077318,0,74368740
162,2643833505,0,74504185
163,633659090,0,74504185
164,771676713,0,74504185
165,1148012652,0,74504185
166,1361307272,0,74504185
167,2529072432,0,74504185
168,907302600,0,74504185
169,955398943,0,74504185
170,278651783,0,74504185
171,2621315686,0,75001773
172,10609218,0,75001773
173,1716470668,0,75001773
174,1902753965,0,75001773
175,1892018889,0,75001773
176,1047967283,0,75436593
177,997929928,0,75436593
178,3033694655,0,75436593
179,4172382349,0,75436593
180,2653923514,0,75436593
181,934970634,0,75436593
182,1203717384,0,76313799
183,673098017,0,76313799
184,1269035551,0,76313799
185,268233790,0,76313799
186,2642707561,0,76313799
187,2149464820,0,76313799
188,1469291456,0,76313799
189,3826292515,0,77627621
190,724969489,0,77627621
191,3258757385,0,77627621
192,4269687196,0,77627621
193,3258757385,0,77627621
194,2429151401,0,77627621
195,559618821,0,80365330
196,3302719635,0,80365330
197,218221722,0,80365330
198,514153585,0,80365330
199,2431677639,0,80365330
200,2806565970,0,80365330
201,1767325091,0,81053968
202,1544421101,0,81053968
203,3289683998,0,81053968
204,2153037761,0,81053968
205,2465528861,0,81053968
206,3963798906,0,81053968
207,4002798045,0,87299174
208,1271330281,0,87299174
209,3819567837,0,87299174
210,3789029184,0,87299174
211,3680209340,0,87299174
212,949540452,0,92401917
213,3472004495,0,92401917
214,1423412400,0,92401917
215,2823343043,0,92401917
216,693857041,0,92401917
217,2108188468,0,92401917
218,1600413013,0,93148987
219,2382247676,0,93148987
220,3326401128,0,93148987
221,2235632935,0,93148987
222,955398943,0,93148987
223,518477191,0,93148987
224,602394192,0,93148987
225,990256291,0,94142526
226,1545194399,0,94142526
227,551112142,0,94142526
228,1356197621,0,94142526
229,873255426,0,94142526
230,2757258727,0,94142526
231,467130966,0,94142526
232,1241270051,0,96920130
233,2628680570,0,96920130
234,1776393554,0,96920130
235,450130761,0,96920130
236,615488222,0,96920130
237,2429675854,0,96920130
238,3950589515,0,97062150
239,268233790,0,97062150
240,3849306291,0,97062150
241,2007279414,0,97062150
242,2073609284,0,97062150
243,2498491194,0,97062150
244,2724941310,0,99141124
245,392383010,0,99141124
246,2803078645,0,99141124
247,3488277311,0,99141124
248,2953583082,0,99141124
249,3180156897,0,99141124
250,299139894,0,99141124
251,178831464,0,103955826
252,3726270158,0,103955826
253,2643833505,0,103955826
254,424521338,0,103955826
255,3581275802,0,103955826
256,3949611603,0,103955826
257,2130616732,0,103955826
258,2679521343,0,105347632
259,3525619764,0,105347632
260,3376050735,0,105347632
261,1767661989,0,105347632
262,2257585691,0,105347632
263,1558280207,0,105347632
264,3892571955,0,105347632
265,738076221,0,105347632
266,2182496817,0,105347632
267,2626832189,0,105347632
268,366857842,0,105347632
269,2708627209,0,105347632
270,186107339,0,105347632
271,4001241592,0,105347632
272,426902061,0,109457319
273,1044854627,0,109457319
274,2776566965,0,109457319
275,3632072502,0,109457319
276,1832462541,0,109457319
277,955398943,0,109457319
278,1532377761,0,109457319
279,1600413013,0,109457319
280,3565166403,0,110128780
281,3855266116,0,110128780
282,1390707377,0,110128780
283,2529072432,0,110128780
284,1532377761,0,110128780
285,955398943,0,110128780
286,3770119781,0,110342379
287,1530709861,0,110342379
288,633659090,0,110342379
289,784509544,0,110342379
290,3183605169,0,110342379
291,982153847,0,110342379
292,2130616732,0,110342379
293,1641491432,0,110342379
294,97217712,0,110342379
295,252563955,0,110342379
296,3295999782,0,110342379
297,861118590,0,110342379
298,642644408,0,110342379
299,955398943,0,113021847
300,1604908519,0,113021847
301,2933717037,0,113021847
302,2643833505,0,113021847
303,278651783,0,113021847
304,2389263741,0,113021847
305,424727744,0,113021847
306,1334001859,0,113021847
307,2214347761,0,113021847
308,3271725028,0,118243744
309,718107120,0,118243744
310,259600765,0,118243744
311,2755327289,0,118243744
312,196924436,0,118243744
313,3731778741,0,118243744
314,2816622892,0,118243744
315,1845786756,0,122743553
316,44607617,0,122743553
317,1528500344,0,122743553
318,3281130769,0,122743553
319,3922290830,0,122743553
320,152418051,0,122743553
321,4219761316,0,128581247
322,3754394539,0,128581247
323,498238691,0,128581247
324,2153037761,0,128581247
325,1386404286,0,128581247
326,3022634670,0,128581247
327,1810485930,0,130441156
328,2856764723,0,130441156
329,642907744,0,130441156
330,1012343640,0,130441156
331,3251218411,0,130441156
332,2277754128,0,130441156
333,1788874248,0,131621903
334,2509086570,0,131621903
335,1731351853,0,131621903
336,2218325768,0,131621903
337,900803265,0,131621903
338,496131340,0,131621903
339,2873249283,0,131621903
340,4125420656,0,137002204
341,1718413929,0,137002204
342,3251813967,0,137002204
343,1501679119,0,137002204
344,1812117472,0,137002204
345,2428145712,0,137002204
346,312761834,0,138126692
347,952519340,0,138126692
348,1587116147,0,138126692
349,268233790,0,138126692
350,3849306291,0,138126692
351,3048578499,0,138126692
352,2007279414,0,138126692
353,3802870894,0,139480407
354,1993111201,0,139480407
355,1779648453,0,139480407
356,4123796524,0,139480407
357,955398943,0,139480407
358,1532377761,0,139480407
359,4260484947,0,139480407
360,3632072502,0,139480407
361,1269035551,0,141849067
362,3048578499,0,141849067
363,952519340,0,141849067
364,268233790,0,141849067
365,2007279414,0,141849067
366,3849306291,0,141849067
367,486546531,0,146035325
368,3113660150,0,146035325
369,599395378,0,146035325
370,3470999302,0,146035325
371,2906696294,0,146035325
372,1520335024,0,146035325
373,2153037761,0,146035325
374,703370904,0,147627126
375,3702049129,0,147627126
376,3488779034,0,147627126
377,4136385770,0,147627126
378,3504788955,0,147627126
379,2698678033,0,147627126
380,1269035551,0,149914134
381,2007279414,0,149914134
382,1816813281,0,149914134
383,3849306291,0,149914134
384,2498491194,0,149914134
385,1076364848,0,149914134
386,2643833505,0,151534919
387,3913403716,0,151534919
388,1361307272,0,151534919
389,907302600,0,151534919
390,2401458775,0,151534919
391,4004100709,0,151534919
392,2133183406,0,151534919
393,952519340,0,160230482
394,2498491194,0,160230482
395,3309338938,0,160230482
396,1076364848,0,160230482
397,1902753965,0,160230482
398,3776957253,0,160230482
399,2149464820,0,160230482
400,1269035551,0,160230482
401,4244463632,0,160230482
402,2007279414,0,160230482
403,198166767,0,160673392
404,702971420,0,160673392
405,3343711990,0,160673392
406,1133385189,0,160673392
407,2803195749,0,160673392
408,1448086840,0,160673392
409,4080944038,0,166773493
410,1844176380,0,166773493
411,268233790,0,166773493
412,2149464820,0,166773493
413,2007279414,0,166773493
414,1269035551,0,166773493
415,4002798045,0,167608261
416,1271330281,0,167608261
417,2132888830,0,167608261
418,3680209340,0,167608261
419,1838843061,0,167608261
420,3229573153,0,167608261
421,1212947698,0,168520465
422,1425335642,0,168520465
423,3047285147,0,168520465
424,3263622673,0,168520465
425,2490603461,0,168520465
426,633659090,0,168520465
427,1133385189,0,168520465
428,263253434,0,168520465
429,3429508261,0,168520465
430,2130616732,0,168520465
431,791187416,0,176349030
432,4224104772,0,176349030
433,2824762134,0,176349030
434,116205891,0,176349030
435,4133637044,0,176349030
436,3575536012,0,176349030
437,450130761,0,178408585
438,2803195749,0,178408585
439,2120779072,0,178408585
440,2479111332,0,178408585
441,1699561506,0,178408585
442,3066409179,0,178408585
443,2628680570,0,178408585
444,3249170164,0,178408585
445,1427467626,0,178408585
446,3267801312,0,180191037
447,3663077452,0,180191037
448,2139851240,0,180191037
449,517636552,0,180191037
450,442600417,0,180191037
451,746497547,0,180191037
452,3989395314,0,180191037
453,527677263,0,180191037
454,105414247,0,180191037
455,3342533717,0,180191037
456,1745394194,0,180191037
457,2171670615,0,180191037
458,3375367183,0,180191037
459,856829354,0,180191037
460,2580599648,0,180191037
461,3611020962,0,180191037
462,4241740470,0,180191037
463,3492796375,0,180191037
464,1656059935,0,180191037
465,2491497470,0,180191037
466,3260635116,0,180191037
467,1690995478,0,180191037
468,273902811,0,180191037
469,144836311,0,180191037
470,1287096175,0,180191037
471,2718272622,0,180191037
472,4057581717,0,180191037
473,2520708953,0,180191037
474,1487776549,0,180191037
475,2286605851,0,180191037
476,4275430082,0,180191037
477,3464625870,0,180191037
478,1049315016,0,180191037
479,3555408068,0,180191037
480,1035926205,0,180191037
481,1300982397,0,180191037
482,2586617318,0,180191037
483,987194908,0,180191037
484,1340225642,0,180191037
485,2241189246,0,180191037
486,2827721613,0,180191037
487,453613647,0,180191037
488,3153590943,0,180191037
489,4250174466,0,180191037
490,4142448875,0,181961047
491,364572656,0,181961047
492,473090869,0,181961047
493,3928440935,0,181961047
494,4036898534,0,181961047
495,699952923,0,181961047
496,990606533,0,181961047
497,2130616732,0,182290053
498,2529072432,0,182290053
499,2643833505,0,182290053
500,2401458775,0,182290053
501,955398943,0,182290053
502,3731940597,0,182290053
503,638380151,0,183980147
504,4195311930,0,183980147
505,2905904014,0,183980147
506,1710908750,0,183980147
507,1677917066,0,183980147
508,628034280,0,183980147
509,559618821,0,188875346
510,1488068589,0,188875346
511,2806565970,0,188875346
512,3863879024,0,188875346
513,3045187509,0,188875346
514,146533907,0,188875346
515,1641491432,0,192951763
516,2368083210,0,192951763
517,719337372,0,192951763
518,1154762179,0,192951763
519,2259285302,0,192951763
520,1205670273,0,192951763
521,1527128646,0,192951763
522,3626560268,0,192951763
523,2927716511,0,192951763
524,1466704967,0,195055182
525,353933726,0,195055182
526,2829598154,0,195055182
527,2913407142,0,195055182
528,2438057172,0,195055182
529,460112184,0,195055182
530,2178346412,0,207382248
531,457574593,0,207382248
532,2700675460,0,207382248
533,1252467098,0,207382248
534,1219797368,0,207382248
535,3424643087,0,207382248
536,3770158409,0,207382248
537,4190936606,0,207382248
538,3315807711,0,207382248
539,446911604,0,207614139
540,2485173442,0,207614139
541,1506510838,0,207614139
542,3323741493,0,207614139
543,882329142,0,207614139
544,3870329460,0,207614139
545,4097912049,0,207614139
546,2384130097,0,207614139
547,3628169071,0,207614139
548,361866379,0,207614139
549,627952525,0,207614139
550,422777830,0,207614139
551,850932284,0,207614139
552,1941775540,0,207614139
553,2057236313,0,207614139
554,104070,0,207614139
555,3208056309,0,207614139
556,1397515488,0,207614139
557,3305677128,0,207614139
558,3900897464,0,207614139
559,3631925742,0,207614139
560,2006849293,0,207614139
561,2847457373,0,207614139
562,1507489572,0,207614139
563,1748949720,0,207614139
564,2090096046,0,207614139
565,2374301539,0,207614139
566,3338909495,0,207614139
567,3218113289,0,207614139
568,870899349,0,207614139
569,4092123930,0,207614139
570,4275430082,0,207614139
571,1035926205,0,207614139
572,4007892577,0,207614139
573,3251235057,0,207614139
574,2671682966,0,207614139
575,2689936663,0,207614139
576,910713526,0,207614139
577,1258222204,0,207614139
578,4170509642,0,207614139
579,1128270383,0,207614139
580,1421721293,0,207614139
581,4217652951,0,207614139
582,722924797,0,207614139
583,188202951,0,207614139
584,667664881,0,207614139
585,2411388169,0,207614139
586,3084875554,0,207614139
587,1051329292,0,207614139
588,2896451394,0,207614139
589,3073190206,0,207614139
590,951253136,0,207614139
591,4200813892,0,207614139
592,2378205890,0,207614139
593,2878945881,0,207614139
594,4041957671,0,207614139
595,610427555,0,207614139
596,2680798411,0,207614139
597,3523548061,0,207614139
598,655514048,0,207614139
599,1427701461,0,207614139
600,1859823732,0,211046503
601,1845786756,0,211046503
602,2352676247,0,211046503
603,152418051,0,211046503
604,1922937308,0,211046503
605,4203627753,0,211046503
606,2993316611,0,211046503
607,1776393554,0,212922688
608,3779243813,0,212922688
609,915403718,0,212922688
610,1060275544,0,212922688
611,588161010,0,212922688
612,2923175068,0,212922688
613,3576964854,0,214127647
614,843844488,0,214127647
615,536059045,0,214127647
616,3232226488,0,214127647
617,1553171836,0,214127647
618,2374000439,0,214127647
619,2246509963,0,214127647
620,3964744624,0,215509633
621,1665697394,0,215509633
622,2453084502,0,215509633
623,1942535569,0,215509633
624,1201353948,0,215509633
625,2095651101,0,215509633
626,2130616732,0,216180088
627,4227563271,0,216180088
628,642644408,0,216180088
629,633659090,0,216180088
630,1620441934,0,216180088
631,2569748465,0,216180088
632,2916384076,0,216475936
633,2628680570,0,216475936
634,3395117104,0,216475936
635,915403718,0,216475936
636,1776393554,0,216475936
637,2120779072,0,216475936
638,2374825098,0,218125888
639,1352928000,0,218125888
640,1960313393,0,218125888
641,2473561029,0,218125888
642,2482084054,0,218125888
643,714391510,0,218125888
644,3708050271,0,221717938
645,2626284779,0,221717938
646,455681982,0,221717938
647,2724704266,0,221717938
648,173873072,0,221717938
649,670911742,0,221717938
650,1816813281,0,222319155
651,1262111436,0,222319155
652,1269035551,0,222319155
653,2007279414,0,222319155
654,2528133963,0,222319155
655,810618772,0,222319155
656,236468864,0,222319155
657,4070745483,0,222319155
658,2445964998,0,222319155
659,989190365,0,223257533
660,1597380017,0,223257533
661,4232519602,0,223257533
662,318178573,0,223257533
663,1845786756,0,223257533
664,650745497,0,223257533
665,4024909366,0,223726744
666,3388406764,0,223726744
667,3570065282,0,223726744
668,324581869,0,223726744
669,53377121,0,223726744
670,4014751562,0,223726744
671,2627346430,0,227195072
672,4200394007,0,227195072
673,1332759137,0,227195072
674,1390707377,0,227195072
675,643346765,0,227195072
676,719337372,0,227195072
677,2193202466,0,227629516
678,2139975650,0,227629516
679,291670090,0,227629516
680,137370544,0,227629516
681,2558187761,0,227629516
682,4118034742,0,227629516
683,2913407142,0,233871977
684,2806565970,0,233871977
685,3135302883,0,233871977
686,110436673,0,233871977
687,2415873572,0,233871977
688,3846588922,0,233871977
689,1900273727,0,233871977
690,3352558065,0,237595480
691,3911584808,0,237595480
692,3691099181,0,237595480
693,3211583806,0,237595480
694,2098413475,0,237595480
695,798216299,0,237595480
696,3830149886,0,237595480
697,463677310,0,240047100
698,153563227,0,240047100
699,3751052678,0,240047100
700,2286605851,0,240047100
701,2779143636,0,240047100
702,1960796894,0,240047100
703,4084837460,0,240047100
704,4219250662,0,242737714
705,2695404171,0,242737714
706,601922837,0,242737714
707,1061411905,0,242737714
708,1486375750,0,242737714
709,1100158098,0,242737714
710,2126954914,0,253594379
711,1771863286,0,253594379
712,959956049,0,253594379
713,4002702641,0,253594379
714,52238789,0,253594379
715,3643219070,0,253594379
716,753115138,0,253594379
717,2246530176,0,254874841
718,3984402070,0,254874841
719,2484041898,0,254874841
720,800817451,0,254874841
721,1182519871,0,254874841
722,4070118191,0,254874841
723,2401458775,0,256035140
724,907302600,0,256035140
725,1752177173,0,256035140
726,2643833505,0,256035140
727,3868972599,0,256035140
728,771676713,0,256035140
729,2490603461,0,265212492
730,2130616732,0,265212492
731,907302600,0,265212492
732,1332759137,0,265212492
733,643346765,0,265212492
734,955398943,0,265212492
735,1390707377,0,265212492
736,1242409753,0,265212492
737,730958187,0,265212492
738,2529072432,0,265212492
739,642644408,0,265212492
740,2643833505,0,265212492
741,1532377761,0,265212492
742,3868972599,0,265212492
743,353933726,0,269394305
744,829096016,0,269394305
745,2415873572,0,269394305
746,3686258067,0,269394305
747,839969661,0,269394305
748,4201499448,0,269394305
749,2952103933,0,282335733
750,2460469485,0,282335733
751,1819771813,0,282335733
752,2818297089,0,282335733
753,2081433153,0,282335733
754,1498021187,0,282335733
755,2075203466,0,282335733
756,1757785738,0,282335733
757,389352533,0,282335733
758,3282413042,0,282335733
759,3631375832,0,282335733
760,1498021187,0,282335733
761,2956620650,0,282865908
762,491217075,0,282865908
763,2639713154,0,282865908
764,2692716579,0,282865908
765,1542554878,0,282865908
766,1529892177,0,282865908
767,3048578499,0,283032695
768,2007279414,0,283032695
769,952519340,0,283032695
770,3950589515,0,283032695
771,2073609284,0,283032695
772,782683695,0,283032695
773,2355645674,0,285396757
774,965900163,0,285396757
775,1447796967,0,285396757
776,1397855471,0,285396757
777,2437756221,0,285396757
778,1444394097,0,285396757
779,62454085,0,285396757
780,861118590,0,293229720
781,2529072432,0,293229720
782,1471140446,0,293229720
783,960369551,0,293229720
784,3735036412,0,293229720
785,955398943,0,293229720
786,3601196821,0,293887296
787,1196882187,0,293887296
788,3480624055,0,293887296
789,1255629030,0,293887296
790,2279603197,0,293887296
791,2175450462,0,293887296
792,3339219031,0,308413891
793,1597380017,0,308413891
794,2668074570,0,308413891
795,3433414618,0,308413891
796,650745497,0,308413891
797,1845786756,0,308413891
798,3984042837,0,308413891
799,3771678348,0,312929114
800,1014040686,0,312929114
801,2434392105,0,312929114
802,1619124698,0,312929114
803,635082373,0,312929114
804,2677373659,0,312929114
805,815464504,0,316066613
806,1600413013,0,316066613
807,2142755647,0,316066613
808,1532377761,0,316066613
809,1044854627,0,316066613
810,955398943,0,316066613
811,352751137,0,316066613
812,382018152,0,320069736
813,771191112,0,320069736
814,1969654251,0,320069736
815,330901309,0,320069736
816,566911676,0,320069736
817,418356174,0,320069736
818,2526340332,0,320767777
819,3331152144,0,320767777
820,3557047071,0,320767777
821,953356488,0,320767777
822,2153037761,0,320767777
823,3663891590,0,320767777
824,1733693317,0,322208106
825,3355635947,0,322208106
826,4093453508,0,322208106
827,587628640,0,322208106
828,893326926,0,322208106
829,1771863286,0,322208106
830,3352525870,0,324467789
831,2977166421,0,324467789
832,4058794884,0,324467789
833,2529072432,0,324467789
834,1361307272,0,324467789
835,2490483153,0,324467789
836,496222761,0,332906681
837,65967887,0,332906681
838,1953910932,0,332906681
839,2457518837,0,332906681
840,2292989534,0,332906681
841,2876312334,0,332906681
842,25712446,0,332906681
843,1383961059,0,332906681
844,695330828,0,352560129
845,2625858033,0,352560129
846,1468625690,0,352560129
847,1680782785,0,352560129
848,3213069097,0,352560129
849,2615982486,0,352560129
850,1267505164,0,355445705
851,411244492,0,355445705
852,2491808242,0,355445705
853,2781631934,0,355445705
854,2173608003,0,355445705
855,2178047697,0,355445705
856,1203717384,0,356982085
857,1151525474,0,356982085
858,2007279414,0,356982085
859,4244463632,0,356982085
860,2073609284,0,356982085
861,2498491194,0,356982085
862,2149464820,0,367845178
863,2007279414,0,367845178
864,1151525474,0,367845178
865,2498491194,0,367845178
866,1203717384,0,367845178
867,1269035551,0,367845178
868,1902753965,0,367845178
869,205658920,0,369085214
870,278754212,0,369085214
871,2272220944,0,369085214
872,3857059746,0,369085214
873,680133573,0,369085214
874,2588481601,0,369085214
875,3849306291,0,378788595
876,3048578499,0,378788595
877,2007279414,0,378788595
878,268233790,0,378788595
879,1451401793,0,378788595
880,3950589515,0,378788595
881,1269035551,0,378788595
882,3849306291,0,380985803
883,268233790,0,380985803
884,1269035551,0,380985803
885,2007279414,0,380985803
886,3103100779,0,380985803
887,2149464820,0,380985803
888,4268612133,0,393556601
889,1311175038,0,393556601
890,1909674835,0,393556601
891,2521530848,0,393556601
892,224130184,0,393556601
893,511414715,0,393556601
894,1516435079,0,394596900
895,1329734614,0,394596900
896,3502397803,0,394596900
897,3600661659,0,394596900
898,3735036412,0,394596900
899,2463095611,0,394596900
900,3403063185,0,394596900
901,1361741648,0,394596900
902,1872379613,0,394596900
903,999921036,0,394596900
904,2164892567,0,394596900
905,3355352784,0,394596900
906,1487572967,0,394596900
907,3334994462,0,394596900
908,2168553474,0,395260483
909,4203627753,0,395260483
910,675888033,0,395260483
911,899234866,0,395260483
912,2428145712,0,395260483
913,4125420656,0,395260483
914,1205670273,0,396008921
915,2338976654,0,396008921
916,3359524298,0,396008921
917,1689486051,0,396008921
918,719337372,0,396008921
919,739617054,0,396008921
920,2532840945,0,400629571
921,1586739051,0,400629571
922,1572089933,0,400629571
923,1525583872,0,400629571
924,249613929,0,400629571
925,3095369567,0,400629571
926,3656509214,0,400629571
927,108743814,0,400629571
928,2754334442,0,400738124
929,3791528158,0,400738124
930,2434297340,0,400738124
931,2104037286,0,400738124
932,3236930768,0,400738124
933,810563397,0,400738124
934,2398475187,0,402625828
935,1448086840,0,402625828
936,2168006553,0,402625828
937,915403718,0,402625828
938,867618575,0,402625828
939,2979828712,0,402625828
940,3925067644,0,403920458
941,1853069366,0,403920458
942,2401113510,0,403920458
943,3476820940,0,403920458
944,3352427003,0,403920458
945,697614185,0,403920458
946,1205670273,0,404226314
947,3929507420,0,404226314
948,496131340,0,404226314
949,2218325768,0,404226314
950,2652503309,0,404226314
951,230117918,0,404226314
952,1731351853,0,404226314
953,1092072561,0,423190387
954,1532377761,0,423190387
955,2763790767,0,423190387
956,4253067577,0,423190387
957,1044854627,0,423190387
958,955398943,0,423190387
959,1600413013,0,423190387
960,3632072502,0,424866781
961,3926022702,0,424866781
962,1532377761,0,424866781
963,955398943,0,424866781
964,1390707377,0,424866781
965,2529072432,0,424866781
966,2262994085,0,424866781
967,330268607,0,428619631
968,1028836917,0,428619631
969,22235632,0,428619631
970,3565166403,0,428619631
971,3858223520,0,428619631
972,1205670273,0,428619631
973,1395640727,0,428619631
974,2645454646,0,430443066
975,1773230862,0,430443066
976,2618739853,0,430443066
977,1003581545,0,430443066
978,1471140446,0,430443066
979,1673895160,0,430443066
980,1181449211,0,431992802
981,4128174743,0,431992802
982,1482566945,0,431992802
983,3385444012,0,431992802
984,3222968781,0,431992802
985,2753607556,0,431992802
986,2659763559,0,431992802
987,2476622244,0,432362044
988,2391976137,0,432362044
989,3403133817,0,432362044
990,2584922845,0,432362044
991,655973227,0,432362044
992,3977593907,0,432362044
993,3103100779,0,433510318
994,3309338938,0,433510318
995,1844176380,0,433510318
996,952519340,0,433510318
997,2007279414,0,433510318
998,4244463632,0,433510318
999,673098017,0,436276762
1000,2007279414,0,436276762
1001,1076364848,0,436276762
1002,1269035551,0,436276762
1003,2418142030,0,436276762
1004,3849306291,0,436276762
1005,3737890862,0,441120644
1006,4205761284,0,441120644
1007,430455309,0,441120644
1008,2689439975,0,441120644
1009,3730940322,0,441120644
1010,2662849125,0,441120644
1011,3194920967,0,441120644
1012,2007279414,0,442080465
1013,3776957253,0,442080465
1014,2549322104,0,442080465
1015,1269035551,0,442080465
1016,1076364848,0,442080465
1017,3523215136,0,454881517
1018,3830416827,0,454881517
1019,2279381833,0,454881517
1020,719337372,0,454881517
1021,3254991059,0,454881517
1022,3875231517,0,454881517
1023,2338976654,0,454881517
1024,1802112841,0,455279111
1025,3643976476,0,455279111
1026,1085187036,0,455279111
1027,3505964751,0,455279111
1028,1988626107,0,455279111
1029,2724103445,0,455279111
1030,703064173,0,455279111
1031,1774186113,0,455279111
1032,1948173913,0,457159668
1033,2689622376,0,457159668
1034,2811328031,0,457159668
1035,221202458,0,457159668
1036,1635880727,0,457159668
1037,1205670273,0,457159668
1038,753115138,0,457456094
1039,2126954914,0,457456094
1040,1886452892,0,457456094
1041,4158859973,0,457456094
1042,1728390960,0,457456094
1043,3691092140,0,457456094
1044,2994891113,0,457456094
1045,3399301092,0,460024134
1046,2856764723,0,460024134
1047,955398943,0,460024134
1048,899668139,0,460024134
1049,3417330881,0,460024134
1050,783839520,0,460024134
1051,927649908,0,460024134
1052,620729001,0,460024134
1053,818027743,0,460024134
1054,4131245770,0,462450211
1055,4194316975,0,462450211
1056,186124210,0,462450211
1057,3950787980,0,462450211
1058,2320194649,0,462450211
1059,2860184053,0,462450211
1060,2534729330,0,462450211
1061,2477995738,0,462450211
1062,2379766619,0,465739517
1063,3526163305,0,465739517
1064,1933542442,0,465739517
1065,1076364848,0,465739517
1066,268233790,0,465739517
1067,2042699691,0,469116393
1068,568700686,0,469116393
1069,333290432,0,469116393
1070,3491186803,0,469116393
1071,1693723804,0,469116393
1072,1744782612,0,469116393
1073,2149464820,0,473558899
1074,3048578499,0,473558899
1075,1203717384,0,473558899
1076,1269035551,0,473558899
1077,2007279414,0,473558899
1078,1076364848,0,473558899
1079,1270020700,0,473558899
1080,2717151070,0,474339142
1081,3130359578,0,474339142
1082,3378996021,0,474339142
1083,2415873572,0,474339142
1084,4183789134,0,474339142
1085,2530774373,0,474339142
1086,3528817063,0,474339142
1087,3403063185,0,474339142
1088,2143656308,0,483141559
